"","habitatbenthopelagic","habitatdemersal","habitatpelagic","SpecCode","waterbrack","watersaltwater","Species","Genus","Subfamily","Family","Order","Class","SuperClass","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Acanthogobius_flavimanus",0,1,0,3832,1,1,"Acanthogobius flavimanus","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,0,NA,NA,0.314,6.24238154086669,NA,3.39,3.76584049525006,NA,-1.22983694491893,-0.802552768744885,-0.613424426894494,-0.647326253909827,17.9
"Acanthogobius_hasta",0,1,0,13045,1,1,"Acanthogobius hasta","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,NA,NA
"Acanthogobius_insularis",0,0,1,67376,0,1,"Acanthogobius insularis","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,NA
"Acanthogobius_lactipes",0,1,0,23696,1,1,"Acanthogobius lactipes","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.01,NA,NA,-1.41416465470256,-0.810195693379717,-0.656706333564364,-0.470646894073304,NA
"Acanthogobius_luridus",0,1,0,55485,1,1,"Acanthogobius luridus","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.16000008583069,NA,NA,NA,NA,NA,NA,NA
"Acanthogobius_stigmothonus",0,1,0,69021,0,1,"Acanthogobius stigmothonus","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,NA
"Acantholabrus_palloni",1,0,0,7633,0,1,"Acantholabrus palloni","Acantholabrus",NA,"Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,9.9
"Acantholiparis_caecus",0,0,1,51500,0,1,"Acantholiparis caecus","Acantholiparis",NA,"Liparidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,2.2
"Acantholiparis_opercularis",0,1,0,25262,0,1,"Acantholiparis opercularis","Acantholiparis",NA,"Liparidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,1.7
"Acantholumpenus_mackayi",0,1,0,3771,1,1,"Acantholumpenus mackayi","Acantholumpenus",NA,"Lumpenidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.13,NA,NA,-1.66232804246743,-1.2423605558676,-0.717767066839254,-1.1529310429873,0.2
"Acanthonus_armatus",0,0,1,8943,0,1,"Acanthonus armatus","Acanthonus","Neobythitinae","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.61999988555908,NA,NA,NA,NA,NA,NA,2.7
"Acanthopagrus_akazakii",0,1,0,63150,0,1,"Acanthopagrus akazakii","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,NA
"Acanthopagrus_arabicus",0,0,1,67314,0,1,"Acanthopagrus arabicus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,3.16547504814109,2.63905732961526,0.213,6.99942246750796,0.306666666666667,3.17,3.84303013394119,NA,NA,NA,NA,NA,27.2
"Acanthopagrus_australis",0,1,0,8109,1,1,"Acanthopagrus australis","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,1.29928298413026,NA,NA,0.51,6.1169291152171,NA,3.1,NA,14.3162858458768,-1.17729837245195,-1.06290750239706,0.0950044896651448,-0.93599798373889,24.7
"Acanthopagrus_berda",0,1,0,5526,1,1,"Acanthopagrus berda","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,2.39789527279837,0.289,6.85224256905188,0.31,3.5,3.62033291157883,NA,-1.21090899824447,-1.13479132191293,0.0785458255240392,-0.889601647550101,27.8
"Acanthopagrus_bifasciatus",1,0,0,4543,1,1,"Acanthopagrus bifasciatus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,1.22866541691631,NA,3.03134070102136,0.2099175,7.79787246863075,0.2720575,3.39,NA,14.0303557731303,-1.2364160139989,-1.16630544835231,0.0917513272470044,-0.909201406348425,27.6
"Acanthopagrus_butcheri",0,1,0,14601,1,1,"Acanthopagrus butcheri","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,1.01160091167848,NA,3.17805383034795,0.2159835,6.88348458696798,0.2,3.47,3.66724076729159,14.3162858458768,-1.32535386042287,-1.15240444345778,0.00600744035130637,-0.861197517162566,17.6
"Acanthopagrus_catenula",1,0,0,67289,1,1,"Acanthopagrus catenula","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,NA
"Acanthopagrus_chinshira",0,0,1,63767,0,1,"Acanthopagrus chinshira","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.3199999332428,NA,NA,-1.24173492091313,-1.18900057509037,0.0354843095074907,-0.940328344163886,24.3
"Acanthopagrus_datnia",0,1,0,67331,1,1,"Acanthopagrus datnia","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,NA
"Acanthopagrus_latus",0,1,0,6356,1,1,"Acanthopagrus latus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,1.32175583998232,NA,2.19722457733622,0.42925,7.02731451403978,1.553,3.84,3.52929738428947,14.409629354759,NA,NA,NA,NA,27.4
"Acanthopagrus_morrisonae",0,0,1,67330,0,1,"Acanthopagrus morrisonae","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,15.2826934228175,NA,NA,NA,NA,NA
"Acanthopagrus_omanensis",0,1,0,65370,0,1,"Acanthopagrus omanensis","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,NA
"Acanthopagrus_pacificus",0,0,1,65896,1,1,"Acanthopagrus pacificus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,0.139761921643108,NA,NA,NA,NA,NA,3.59,NA,NA,-1.1924313827021,-1.10018255135872,0.0508860476530536,-0.863683648525584,NA
"Acanthopagrus_palmaris",1,0,0,8110,1,1,"Acanthopagrus palmaris","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,27.7
"Acanthopagrus_randalli",1,0,0,65100,0,1,"Acanthopagrus randalli","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,NA
"Acanthopagrus_schlegelii",0,1,0,6531,1,1,"Acanthopagrus schlegelii","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,2.85263142991332,0.263833333333333,8.16791936295782,0.15,3.24000000953674,3.98341300151482,NA,NA,NA,NA,NA,23.7
"Acanthopagrus_sheim",0,1,0,67333,0,1,"Acanthopagrus sheim","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.36999988555908,NA,NA,NA,NA,NA,NA,NA
"Acanthopagrus_sivicolus",0,1,0,6583,1,1,"Acanthopagrus sivicolus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.38,NA,NA,NA,NA,NA,NA,NA
"Acanthopagrus_taiwanensis",0,1,0,63153,0,1,"Acanthopagrus taiwanensis","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.3199999332428,NA,NA,NA,NA,NA,NA,NA
"Acanthopagrus_vagus",0,1,0,65558,1,1,"Acanthopagrus vagus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,NA
"Acanthoplesiops_cappuccino",1,0,0,67665,0,1,"Acanthoplesiops cappuccino","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"Acanthoplesiops_echinatus",0,0,1,58053,0,1,"Acanthoplesiops echinatus","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,28.5
"Acanthoplesiops_hiatti",1,0,0,17444,0,1,"Acanthoplesiops hiatti","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,28.8
"Acanthoplesiops_indicus",0,1,0,8004,0,1,"Acanthoplesiops indicus","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.55,NA,NA,NA,NA,NA,NA,28.1
"Acanthoplesiops_jessicae",0,1,0,69338,0,1,"Acanthoplesiops jessicae","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.91000008583069,NA,NA,NA,NA,NA,NA,NA
"Acanthoplesiops_naka",0,0,1,65019,0,1,"Acanthoplesiops naka","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.5699999332428,NA,NA,NA,NA,NA,NA,NA
"Acanthoplesiops_psilogaster",0,1,0,59172,0,1,"Acanthoplesiops psilogaster","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,NA,NA,NA,NA,28.5
"Acanthopsetta_nadeshnyi",0,1,0,8836,0,1,"Acanthopsetta nadeshnyi","Acanthopsetta","Pleuronectinae","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,1.94591014905531,NA,NA,NA,NA,NA,3.35,NA,NA,NA,NA,NA,NA,2.1
"Acanthosphex_leurynnis",0,1,0,25311,0,1,"Acanthosphex leurynnis","Acanthosphex",NA,"Aploactinidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,28
"Acanthostracion_guineense",0,1,0,23363,0,1,"Acanthostracion guineense","Acanthostracion",NA,"Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.55999994277954,NA,NA,NA,NA,NA,NA,19.9
"Acanthostracion_notacanthus",0,1,0,23370,0,1,"Acanthostracion notacanthus","Acanthostracion",NA,"Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.35999989509583,NA,NA,NA,NA,NA,NA,26.2
"Acanthostracion_polygonium",1,0,0,4287,0,1,"Acanthostracion polygonium","Acanthostracion",NA,"Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.03,NA,NA,NA,NA,NA,NA,25.9
"Acanthostracion_quadricornis",1,0,0,92,0,1,"Acanthostracion quadricornis","Acanthostracion",NA,"Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.68,NA,11.6310284494375,-1.88944185632112,-2.05708407023182,-0.123195507836304,-0.535743763355192,25.4
"Acanthurus_achilles",1,0,0,4306,0,1,"Acanthurus achilles","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-1.39699089596424,-2.20994804022751,0.224488535973759,-0.998091864989738,27.4
"Acanthurus_albimento",1,0,0,68166,0,1,"Acanthurus albimento","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.16000008583069,NA,NA,NA,NA,NA,NA,NA
"Acanthurus_albipectoralis",1,0,0,13770,0,1,"Acanthurus albipectoralis","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,26.3
"Acanthurus_auranticavus",1,0,0,4748,0,1,"Acanthurus auranticavus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,3.40119738166216,0.676,6.48680657123547,NA,2,NA,NA,NA,NA,NA,NA,28.5
"Acanthurus_bahianus",1,0,0,68792,0,1,"Acanthurus bahianus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,3.09104245335832,1.3155,5.46052877126491,NA,2.09999990463257,NA,NA,-1.50656926935457,-2.11317718624066,0.1217941984451,-0.933437867494532,NA
"Acanthurus_bariene",1,0,0,4307,0,1,"Acanthurus bariene","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,27.5
"Acanthurus_blochii",1,0,0,4750,0,1,"Acanthurus blochii","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,1.09861228866811,NA,3.55534806148941,0.25,6.83806183000522,NA,2,NA,NA,-1.35306135173364,-1.79150679879402,0.20981821489199,-1.01192857617227,27.8
"Acanthurus_chirurgus",1,0,0,943,0,1,"Acanthurus chirurgus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,2.56494935746154,0.486333333333333,6.71658372624446,1.58,2.09,3.50254987592244,NA,-1.36436234209765,-1.74871261386582,0.182230329098422,-0.986229919774722,27.4
"Acanthurus_chronixis",1,0,0,6010,0,1,"Acanthurus chronixis","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.19000005722046,NA,NA,NA,NA,NA,NA,NA
"Acanthurus_coeruleus",1,0,0,944,0,1,"Acanthurus coeruleus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,3.28341434600577,0.4618,6.51177802153233,1.49,2.15,NA,NA,-1.44173863257209,-2.01552659164927,0.278762065598513,-0.999130437605545,27.4
"Acanthurus_dussumieri",1,0,0,1256,0,1,"Acanthurus dussumieri","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,1.09861228866811,NA,3.3322045101752,0.296,7.38189873356389,NA,2,NA,NA,-1.32191489378717,-1.72749511257438,0.199473930591592,-1.00145031215383,27.2
"Aioliops_tetrophthalmus",1,0,0,60866,0,1,"Aioliops tetrophthalmus","Aioliops","Ptereleotrinae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.0699999332428,NA,NA,NA,NA,NA,NA,27.8
"Akarotaxis_nudiceps",0,1,0,7093,0,1,"Akarotaxis nudiceps","Akarotaxis","Bathydraconinae","Bathydraconidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,5.29831736654804,-2.18698749678644,-0.469902730922855,-0.70505259606754,-0.622287196455102,-0.8
"Akheilos_suwartanai",0,0,1,69495,0,1,"Akheilos suwartanai","Akheilos","Schroederichthyinae","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.9300000667572,NA,NA,NA,NA,NA,NA,NA
"Akko_brevis",0,1,0,54387,0,1,"Akko brevis","Akko","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.3199999332428,NA,NA,NA,NA,NA,NA,NA
"Altrichthys_curatus",1,0,0,59851,0,1,"Altrichthys curatus","Altrichthys","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.78999996185303,NA,NA,-1.28078505998361,-1.34867861247141,0.158225190256102,-0.917161966188179,28.8
"Aluterus_heudelotii",0,1,0,4273,0,1,"Aluterus heudelotii","Aluterus",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-1.39239374380453,-1.85644489300594,0.218096976198965,-1.20070747182481,24.8
"Aluterus_monoceros",1,0,0,4274,0,1,"Aluterus monoceros","Aluterus",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,3.91601502669768,NA,0.22,8.04060063559056,NA,3.84,NA,NA,-1.42226742407816,-2.10390789517173,0.110315888230103,-1.16217349861033,27.6
"Aluterus_schoepfii",1,0,0,1081,0,1,"Aluterus schoepfii","Aluterus",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.02,NA,NA,-1.23308802130052,-2.37704562621955,0.259134970651414,-1.342544507764,25.6
"Aluterus_scriptus",1,0,0,4275,0,1,"Aluterus scriptus","Aluterus",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.81,NA,NA,-1.08386164785301,-1.97991207338871,0.0249270369418411,-1.19822392163045,27.4
"Amamiichthys_matsubarai",1,0,0,8105,0,1,"Amamiichthys matsubarai","Amamiichthys",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,NA
"Amanses_scopas",1,0,0,6672,0,1,"Amanses scopas","Amanses",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.85999989509583,NA,NA,-0.885162307492658,-1.66687193303644,0.207911089038748,-0.987453441167624,28.3
"Amarsipus_carlsbergi",0,0,1,4459,0,1,"Amarsipus carlsbergi","Amarsipus",NA,"Amarsipidae","Scombriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.75999999046326,NA,NA,NA,NA,NA,NA,26.4
"Ambophthalmos_eurystigmatephoros",0,1,0,58216,0,1,"Ambophthalmos eurystigmatephoros","Ambophthalmos",NA,"Psychrolutidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.47000002861023,NA,NA,NA,NA,NA,NA,NA
"Ambophthalmos_magnicirrus",0,1,0,58288,0,1,"Ambophthalmos magnicirrus","Ambophthalmos",NA,"Psychrolutidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.46000003814697,NA,NA,NA,NA,NA,NA,3.7
"Acanthurus_fowleri",1,0,0,4745,0,1,"Acanthurus fowleri","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,28.1
"Acanthurus_gahhm",1,0,0,17471,0,1,"Acanthurus gahhm","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.76,NA,NA,NA,NA,NA,NA,28.6
"Acanthurus_grammoptilus",1,0,0,4749,0,1,"Acanthurus grammoptilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.08999991416931,NA,NA,NA,NA,NA,NA,27.3
"Acanthurus_guttatus",1,0,0,4736,0,1,"Acanthurus guttatus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-1.27894266184148,-1.86437387815823,0.281125438602908,-0.924105424465372,28.2
"Acanthurus_japonicus",1,0,0,23375,0,1,"Acanthurus japonicus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.27999997138977,NA,NA,-1.46587734550344,-1.98008752371612,0.21813466096546,-0.941897412107092,28.7
"Acanthurus_leucocheilus",1,0,0,4741,0,1,"Acanthurus leucocheilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,28.5
"Acanthurus_leucopareius",1,0,0,4737,0,1,"Acanthurus leucopareius","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,27.1
"Acanthurus_leucosternon",1,0,0,1257,0,1,"Acanthurus leucosternon","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,1.3,5.05210814876109,NA,2,NA,NA,NA,NA,NA,NA,27.5
"Acanthurus_lineatus",1,0,0,1258,0,1,"Acanthurus lineatus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,1.38629436111989,NA,3.73766961828337,0.9484,5.75794154170852,NA,2,3.35689712276558,10.796407298087,-1.26652894833133,-1.51226140045299,0.142601247518323,-0.993045593161618,28.4
"Acanthurus_maculiceps",1,0,0,4746,0,1,"Acanthurus maculiceps","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,28.6
"Acanthurus_mata",1,0,0,1255,0,1,"Acanthurus mata","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,3.13549421592915,0.219,NA,NA,2.53,NA,NA,-1.36597099183242,-1.65413721008794,0.121981659175829,-0.888855795670069,27.9
"Acanthurus_monroviae",0,1,0,1800,1,1,"Acanthurus monroviae","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,-1.46640734145279,-1.80898871846386,0.0375327029203918,-0.923065192345843,26.5
"Acanthurus_nigricans",1,0,0,6011,0,1,"Acanthurus nigricans","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,3.52636052461616,0.493333333333333,4.84863003656801,NA,2,NA,NA,-1.41491729456189,-2.18469949676575,0.234988533310006,-0.991315068381668,27.4
"Acanthurus_nigricauda",1,0,0,4747,1,1,"Acanthurus nigricauda","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,0.6,5.65869162457911,NA,2.99,3.1904763503465,9.94788713983281,-1.50976377313209,-1.79901175119329,0.047158341682654,-0.857134909485616,28.4
"Acanthurus_nigrofuscus",1,0,0,4739,0,1,"Acanthurus nigrofuscus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,0.693147180559945,NA,2.77258872223978,0.7705,4.69299789635361,NA,2,NA,NA,-1.31033815969305,-1.90428555313713,0.13870202202286,-0.919330771842125,27.7
"Acanthurus_nigroris",1,0,0,4738,0,1,"Acanthurus nigroris","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-1.38491333666683,-1.9671536298057,0.111424796377465,-0.872338041366477,27.4
"Acanthurus_nubilus",1,0,0,4733,0,1,"Acanthurus nubilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.18934135067177,-2.10908286465908,0.137569339680979,-0.931661514448875,27.5
"Acanthurus_olivaceus",1,0,0,4744,0,1,"Acanthurus olivaceus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,1.09861228866811,NA,3.49650756146648,1.066,NA,NA,2.26,NA,NA,-1.43527251369507,-2.13138667363519,0.106781583936489,-0.954501261657845,27.3
"Acanthurus_polyzona",1,0,0,4732,0,1,"Acanthurus polyzona","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.48000001907349,NA,NA,NA,NA,NA,NA,27.4
"Acanthurus_pyroferus",1,0,0,4742,0,1,"Acanthurus pyroferus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,3.3322045101752,0.422,5.56620833063729,NA,2,NA,NA,-1.29660746264741,-1.94688517859733,0.128968629039632,-0.907205397876141,27.6
"Acanthurus_randalli",1,0,0,3905,0,1,"Acanthurus randalli","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"Acanthurus_reversus",1,0,0,58792,0,1,"Acanthurus reversus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.13000011444092,NA,NA,NA,NA,NA,NA,28
"Acanthurus_sohal",1,0,0,4740,0,1,"Acanthurus sohal","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,27
"Acanthurus_tennentii",1,0,0,1259,0,1,"Acanthurus tennentii","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,27.7
"Acanthurus_thompsoni",1,0,0,4734,1,1,"Acanthurus thompsoni","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.64,NA,NA,-1.42392034805046,-2.32481015756334,0.11977025316191,-0.996128391840624,27.6
