"","habitatbenthopelagic","habitatdemersal","habitatpelagic","SpecCode","Genus","Subfamily","waterbrack","watersaltwater","Species","Family","Order","Class","SuperClass","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Pomadasys unimaculatus",1,0,0,51125,"Pomadasys","Haemulinae",0,1,"Pomadasys unimaculatus","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,27.8
"Pseudopleuronectes americanus",0,1,0,524,"Pseudopleuronectes","Pleuronectinae",0,1,"Pseudopleuronectes americanus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",38.6236012562379,1.03555414423641,3.30908209275435,2.30258509299405,-0.956461896563432,7.64095613177835,-1.20397280432594,3.62,3.82697760907003,13.2878778158819,NA,NA,NA,NA,6.1
"Pseudopleuronectes herzensteini",0,1,0,8556,"Pseudopleuronectes","Pleuronectinae",0,1,"Pseudopleuronectes herzensteini","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",38.6236012562379,1.25276296849537,NA,NA,-1.71479842809193,7.21765033985669,NA,3.47000002861023,3.71843825635548,NA,-1.15354954857262,-1.28526194192461,0.194768254254869,-1.24423143008457,13.3
"Pseudopleuronectes obscurus",0,1,0,24239,"Pseudopleuronectes","Pleuronectinae",0,1,"Pseudopleuronectes obscurus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",38.6236012562379,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Pseudopleuronectes schrenki",0,1,0,8885,"Pseudopleuronectes","Pleuronectinae",0,1,"Pseudopleuronectes schrenki","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",38.6236012562379,NA,NA,NA,NA,NA,NA,3.47000002861023,NA,NA,NA,NA,NA,NA,NA
"Pseudopleuronectes yokohamae",0,1,0,8170,"Pseudopleuronectes","Pleuronectinae",0,1,"Pseudopleuronectes yokohamae","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",38.6236012562379,NA,NA,2.30258509299405,-1.17830505757736,6.79383784319558,-0.867500567704723,3.31,3.7220724214697,13.6015540512249,-0.995684963798911,-1.35956027278889,0.255938964852216,-1.30520838034722,NA
"Scomber australasicus",0,0,1,116,"Scomber","Scombrinae",0,1,"Scomber australasicus","Scombridae","Scombriformes","Teleostei","Osteichthyes",30.0501106471796,NA,NA,NA,-1.09362474715707,6.87368129864839,NA,4.23,3.32862668882732,NA,-2.23325231914543,-0.925604926581222,-0.372562578198824,-0.736399706426051,18.7
"Scomber colias",0,0,1,54736,"Scomber","Scombrinae",1,1,"Scomber colias","Scombridae","Scombriformes","Teleostei","Osteichthyes",30.0501106471796,-0.0168071223573741,NA,NA,-1.16168661909836,7.24664111481369,NA,3.91,3.91578119772626,12.4984157136454,-2.30128781695662,-0.71510676668679,-0.340707478153517,-0.864562602209841,22.5
"Scophthalmus aquosus",0,1,0,530,"Scophthalmus",NA,1,1,"Scophthalmus aquosus","Scophthalmidae","Pleuronectiformes","Teleostei","Osteichthyes",23.8715053327802,NA,NA,NA,-1.35867919408692,6.82537441369729,NA,3.72,3.68009094808086,NA,-1.07320397332968,-1.02346397561265,0.560738120898331,-1.5454860540169,4.7
"Scophthalmus maeoticus",0,1,0,57861,"Scophthalmus",NA,0,1,"Scophthalmus maeoticus","Scophthalmidae","Pleuronectiformes","Teleostei","Osteichthyes",23.8715053327802,NA,NA,NA,NA,NA,NA,4.03000020980835,NA,NA,NA,NA,NA,NA,8.58
"Scophthalmus rhombus",0,1,0,529,"Scophthalmus",NA,0,1,"Scophthalmus rhombus","Scophthalmidae","Pleuronectiformes","Teleostei","Osteichthyes",23.8715053327802,1.09861228866811,NA,1.74919985480926,-0.70117935225721,6.93043438429347,NA,4.42,3.77144644562801,11.2872787834379,NA,NA,NA,NA,11.2
"Scyliorhinus besnardi",0,1,0,843,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus besnardi","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.78999996185303,NA,NA,NA,NA,NA,NA,16
"Scyliorhinus boa",0,1,0,844,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus boa","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.82999992370605,NA,NA,NA,NA,NA,NA,11
"Scyliorhinus capensis",0,1,0,846,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus capensis","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,4.03,NA,0.405465108108164,NA,NA,NA,NA,12.2
"Scyliorhinus cervigoni",0,1,0,847,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus cervigoni","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,4.5,NA,0.693147180559945,NA,NA,NA,NA,14.3
"Scyliorhinus comoroensis",0,1,0,53996,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus comoroensis","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.86999988555908,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus duhamelii",0,1,0,69510,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus duhamelii","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.76999998092651,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus garmani",1,0,0,848,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus garmani","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.74000000953674,NA,NA,NA,NA,NA,NA,13.5
"Scyliorhinus hachijoensis",0,1,0,69620,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus hachijoensis","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.75999999046326,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus haeckelii",0,1,0,849,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus haeckelii","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.84999990463257,NA,0.693147180559945,NA,NA,NA,NA,18.6
"Scyliorhinus hesperius",0,1,0,851,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus hesperius","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.78999996185303,NA,0.693147180559945,NA,NA,NA,NA,13.4
"Scyliorhinus meadi",0,1,0,852,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus meadi","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.99,NA,0.693147180559945,NA,NA,NA,NA,10.9
"Scyliorhinus retifer",0,1,0,853,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus retifer","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,4.37,NA,NA,NA,NA,NA,NA,16.8
"Scyliorhinus stellaris",1,0,0,854,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus stellaris","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,1.38629436111989,NA,NA,NA,NA,NA,4.03,NA,3.68470408270346,NA,NA,NA,NA,10.9
"Scyliorhinus torazame",0,1,0,855,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus torazame","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.87,NA,0.405465108108164,NA,NA,NA,NA,NA
"Scyliorhinus torrei",0,1,0,856,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus torrei","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.69000005722046,NA,NA,NA,NA,NA,NA,13
"Scyliorhinus ugoi",0,1,0,67844,"Scyliorhinus","Scyliorhininae",0,1,"Scyliorhinus ugoi","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",5.46643760256428,NA,NA,NA,NA,NA,NA,3.85999989509583,NA,NA,NA,NA,NA,NA,NA
"Sebastolobus alascanus",0,1,0,4009,"Sebastolobus","Sebastolobinae",0,1,"Sebastolobus alascanus","Sebastidae","Perciformes","Teleostei","Osteichthyes",24.979754029224,2.56494935746154,NA,NA,-3.91452613564626,NA,NA,3.62,NA,13.1186023134621,-1.47356823601115,-0.63095699699202,-0.409215979442062,-0.512087233093286,3.8
"Sebastolobus altivelis",0,1,0,4010,"Sebastolobus","Sebastolobinae",0,1,"Sebastolobus altivelis","Sebastidae","Perciformes","Teleostei","Osteichthyes",24.979754029224,1.79175946922805,NA,NA,-2.65926003693278,5.8227090636136,NA,3.32999992370605,3.40452517175483,10.8197782844103,-1.36011071270288,-0.746784679575876,-0.3763095299654,-0.524095133486087,4.1
"Sebastolobus macrochir",0,1,0,11704,"Sebastolobus","Sebastolobinae",0,1,"Sebastolobus macrochir","Sebastidae","Perciformes","Teleostei","Osteichthyes",24.979754029224,2.484906649788,NA,NA,-2.69562768110365,6.72162647280327,NA,3.2,3.69199958145018,12.3906104945332,-1.57336513633902,-0.668432763073546,-0.305131563253933,-0.611727853170599,2.5
"Solea aegyptiaca",0,1,0,11707,"Solea",NA,1,1,"Solea aegyptiaca","Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",23.5461346302273,NA,NA,1.38629436111989,-0.684517853861891,6.06438677189822,-1.23787435600162,3.17,3.47609868983527,NA,NA,NA,NA,NA,NA
"Solea capensis",0,1,0,23335,"Solea",NA,0,1,"Solea capensis","Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",23.5461346302273,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,NA
"Solea elongata",0,1,0,14394,"Solea",NA,0,1,"Solea elongata","Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",23.5461346302273,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,28.1
"Solea heinii",0,1,0,58942,"Solea",NA,0,1,"Solea heinii","Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",23.5461346302273,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,NA
"Solea ovata",0,1,0,14391,"Solea",NA,0,1,"Solea ovata","Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",23.5461346302273,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,28.3
"Solea senegalensis",0,1,0,8852,"Solea",NA,0,1,"Solea senegalensis","Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",23.5461346302273,NA,3.55534806148941,NA,-1.70374859190534,7.31964566405014,NA,3.25,3.96840333886425,NA,NA,NA,NA,NA,18.6
"Solea stanalandi",0,1,0,24431,"Solea",NA,0,1,"Solea stanalandi","Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",23.5461346302273,NA,NA,NA,NA,NA,NA,3.23000001907349,NA,NA,NA,NA,NA,NA,27.6
"Solea turbynei",0,1,0,65617,"Solea",NA,1,1,"Solea turbynei","Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",23.5461346302273,NA,NA,NA,NA,NA,NA,3.43,NA,NA,NA,NA,NA,NA,26.9
"Squalus acanthias",1,0,0,139,"Squalus",NA,1,1,"Squalus acanthias","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",22.4135581177205,2.48073128236779,4.29319542096727,3.18560103598333,-2.17438681509762,9.29792263688194,-2.36446049671213,4.37,4.83758314826332,1.8803128665695,NA,NA,NA,NA,9.9
"Squalus albicaudus",1,0,0,67976,"Squalus",NA,0,1,"Squalus albicaudus","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",22.4135581177205,NA,NA,NA,NA,NA,NA,4.19999980926514,NA,NA,NA,NA,NA,NA,NA
"Squalus clarkae",1,0,0,68990,"Squalus",NA,0,1,"Squalus clarkae","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",22.4135581177205,NA,NA,NA,NA,NA,NA,4.26999998092651,NA,NA,NA,NA,NA,NA,NA
"Squalus hawaiiensis",1,0,0,69807,"Squalus",NA,0,1,"Squalus hawaiiensis","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",22.4135581177205,NA,NA,NA,NA,NA,NA,4.3899998664856,NA,NA,NA,NA,NA,NA,NA
"Squalus hemipinnis",1,0,0,63661,"Squalus",NA,0,1,"Squalus hemipinnis","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",22.4135581177205,NA,NA,NA,NA,NA,NA,4.30000019073486,NA,NA,NA,NA,NA,NA,28.3
"Squalus lobularis",1,0,0,67977,"Squalus",NA,0,1,"Squalus lobularis","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",22.4135581177205,NA,NA,NA,NA,NA,NA,4.26999998092651,NA,NA,NA,NA,NA,NA,NA
"Squalus mitsukurii",1,0,0,713,"Squalus",NA,0,1,"Squalus mitsukurii","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",22.4135581177205,NA,NA,NA,NA,NA,NA,4.37,NA,1.6094379124341,NA,NA,NA,NA,14.1
"Squalus suckleyi",1,0,0,65869,"Squalus",NA,1,1,"Squalus suckleyi","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",22.4135581177205,3.29026582095487,4.48751214251986,4.28358656186063,-2.75031554444172,9.05108550208617,-2.59026716544583,4.51000022888184,4.74533337895514,1.94591014905531,NA,NA,NA,NA,10.2
"Thunnus albacares",0,0,1,143,"Thunnus","Scombrinae",1,1,"Thunnus albacares","Scombridae","Scombriformes","Teleostei","Osteichthyes",26.5945424066246,1.05605267424931,4.78749174278205,2.01490302054226,-0.910927779753357,11.7427882250897,-0.544727175441672,4.41,NA,14.7318012898384,-2.69879303111241,-0.999924709058735,-0.28087696970103,-0.698772219086835,26.7
"Thunnus atlanticus",0,0,1,144,"Thunnus","Scombrinae",0,1,"Thunnus atlanticus","Scombridae","Scombriformes","Teleostei","Osteichthyes",26.5945424066246,1.09861228866811,NA,2.01490302054226,-0.935764841709534,9.12552303504668,-0.400477566597125,4.35,NA,NA,-2.67789448780831,-0.998348481810043,-0.291310490241782,-0.656769631068099,14.4
"Thunnus maccoyii",0,0,1,145,"Thunnus","Scombrinae",0,1,"Thunnus maccoyii","Scombridae","Scombriformes","Teleostei","Osteichthyes",26.5945424066246,2.32727770558442,NA,2.99573227355399,-1.93516805252341,12.0783256516911,-1.04270465672981,3.9300000667572,NA,16.4896592073908,NA,NA,NA,NA,5
"Thunnus obesus",0,0,1,146,"Thunnus","Scombrinae",0,1,"Thunnus obesus","Scombridae","Scombriformes","Teleostei","Osteichthyes",26.5945424066246,1.09861228866811,NA,2.39789527279837,-1.45702343280808,11.8537462268927,-0.59783700075562,4.49,NA,15.7516961478209,-2.68680189275331,-1.0019484906037,-0.247071763070806,-0.664147622060029,26.6
"Thunnus orientalis",0,0,1,14290,"Thunnus","Scombrinae",1,1,"Thunnus orientalis","Scombridae","Scombriformes","Teleostei","Osteichthyes",26.5945424066246,1.38629436111989,NA,NA,-1.84991838340159,NA,NA,4.5,NA,16.4057777234101,NA,NA,NA,NA,24.3
"Thunnus tonggol",0,0,1,148,"Thunnus","Scombrinae",0,1,"Thunnus tonggol","Scombridae","Scombriformes","Teleostei","Osteichthyes",26.5945424066246,NA,NA,2.92852352386054,-0.974626308887118,9.89908206184689,-0.713349887877465,4.5,NA,13.4576091479377,-2.64218630951975,-1.02462574663354,-0.338685260395216,-0.708810297580451,26.5
"Torpedo adenensis",0,1,0,61157,"Torpedo",NA,0,1,"Torpedo adenensis","Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes",16.5494217272957,NA,NA,NA,NA,NA,NA,4.17999982833862,NA,NA,NA,NA,NA,NA,NA
"Torpedo alexandrinsis",0,1,0,57378,"Torpedo",NA,0,1,"Torpedo alexandrinsis","Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes",16.5494217272957,NA,NA,NA,NA,NA,NA,4.34999990463257,NA,NA,NA,NA,NA,NA,NA
"Torpedo andersoni",0,1,0,53902,"Torpedo",NA,0,1,"Torpedo andersoni","Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes",16.5494217272957,NA,NA,NA,NA,NA,NA,3.95000004768372,NA,NA,NA,NA,NA,NA,NA
"Torpedo bauchotae",0,1,0,8941,"Torpedo",NA,0,1,"Torpedo bauchotae","Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes",16.5494217272957,NA,NA,NA,NA,NA,NA,3.77999997138977,NA,NA,NA,NA,NA,NA,NA
"Torpedo fuscomaculata",1,0,0,5062,"Torpedo",NA,1,1,"Torpedo fuscomaculata","Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes",16.5494217272957,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,19.1
"Torpedo mackayana",0,1,0,8942,"Torpedo",NA,1,1,"Torpedo mackayana","Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes",16.5494217272957,NA,NA,NA,NA,NA,NA,4.19000005722046,NA,NA,NA,NA,NA,NA,23.6
"Torpedo marmorata",1,0,0,5132,"Torpedo",NA,1,1,"Torpedo marmorata","Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes",16.5494217272957,NA,NA,NA,NA,NA,NA,4.5,NA,2.91777073208428,NA,NA,NA,NA,14.1
"Torpedo panthera",0,1,0,27060,"Torpedo",NA,0,1,"Torpedo panthera","Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes",16.5494217272957,NA,NA,NA,NA,NA,NA,4.55000019073486,NA,NA,NA,NA,NA,NA,23.4
"Torpedo sinuspersici",1,0,0,7970,"Torpedo",NA,1,1,"Torpedo sinuspersici","Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes",16.5494217272957,NA,NA,NA,NA,NA,NA,4.5,NA,2.7408400239252,NA,NA,NA,NA,25.5
"Torpedo suessii",0,1,0,61378,"Torpedo",NA,0,1,"Torpedo suessii","Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes",16.5494217272957,NA,NA,NA,NA,NA,NA,4.05999994277954,NA,NA,NA,NA,NA,NA,NA
"Torpedo torpedo",0,1,0,2062,"Torpedo",NA,0,1,"Torpedo torpedo","Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes",16.5494217272957,NA,NA,NA,-2.20727491318972,6.90152595698075,NA,4.5,3.7635229971097,NA,NA,NA,NA,NA,15.6
"Trematomus bernacchii",0,1,0,7053,"Trematomus","Trematominae",0,1,"Trematomus bernacchii","Nototheniidae","Perciformes","Teleostei","Osteichthyes",11.8595370576332,1.50407739677627,NA,2.85263142991332,-1.1781455806613,6.0477751514275,-1.6094379124341,3.39,3.40244660106259,7.66871685912594,-1.62844208994599,-0.901489411788206,-0.41558070777133,-0.518430586273105,-1.7
"Trematomus eulepidotus",0,1,0,7054,"Trematomus","Trematominae",0,1,"Trematomus eulepidotus","Nototheniidae","Perciformes","Teleostei","Osteichthyes",11.8595370576332,NA,NA,2.95491027903374,-2.00034943953475,5.93885459683568,-1.45530151842317,3.35,3.29212628660779,9.08139843168547,-1.52973291010957,-0.955843184418047,-0.270532919373672,-0.773698709052598,-0.9
"Trematomus hansoni",0,1,0,7055,"Trematomus","Trematominae",0,1,"Trematomus hansoni","Nototheniidae","Perciformes","Teleostei","Osteichthyes",11.8595370576332,NA,NA,2.81341071676004,-1.75948590867776,6.82871207164168,-1.56064774826467,3.37,3.51079889157724,9.14201394503239,-1.53278828736229,-0.989642015877526,-0.394972736297765,-0.627147188188226,-1.1
"Trematomus lepidorhinus",0,1,0,7056,"Trematomus","Trematominae",0,1,"Trematomus lepidorhinus","Nototheniidae","Perciformes","Teleostei","Osteichthyes",11.8595370576332,NA,NA,2.94443897916644,-2.02071990586383,5.86929691313377,-1.50936635870988,3.81,3.26384919051093,8.77955745588373,-1.39746465473782,-0.926549201596494,-0.366590308135999,-0.8462947639337,-0.9
"Trematomus loennbergii",0,1,0,7057,"Trematomus","Trematominae",0,1,"Trematomus loennbergii","Nototheniidae","Perciformes","Teleostei","Osteichthyes",11.8595370576332,NA,NA,3.13549421592915,-2.17665753639626,5.89852655144871,-1.70040254780819,3.33,3.36153212526972,9.16429643347478,-1.53366425243263,-0.99965309742753,-0.380839709819984,-0.702361844590649,-0.9
"Trematomus newnesi",0,1,0,7058,"Trematomus","Trematominae",0,1,"Trematomus newnesi","Nototheniidae","Perciformes","Teleostei","Osteichthyes",11.8595370576332,NA,NA,1.94591014905531,-0.931404369684203,4.90527477843843,-0.510825623765991,3.21,2.96848953716012,8.88875674784872,NA,NA,NA,NA,-1.4
"Trematomus nicolai",0,1,0,7059,"Trematomus","Trematominae",0,1,"Trematomus nicolai","Nototheniidae","Perciformes","Teleostei","Osteichthyes",11.8595370576332,NA,NA,2.94443897916644,-2.12997722838773,9.32286516281803,-1.50936635870988,3.56,3.53025000957677,9.09380655572023,-1.63175678297678,-0.95823589313564,-0.458813799434975,-0.532855681457704,-1.4
"Trematomus pennellii",0,1,0,7060,"Trematomus","Trematominae",0,1,"Trematomus pennellii","Nototheniidae","Perciformes","Teleostei","Osteichthyes",11.8595370576332,NA,NA,2.99573227355399,-2.27838040429723,6.37559251782802,-1.56064774826467,3.34,3.36487911898804,8.422882511945,-1.69058027598987,-1.01181941911317,-0.443163811157165,-0.47249907830969,-1.7
"Trematomus scotti",0,1,0,7061,"Trematomus","Trematominae",0,1,"Trematomus scotti","Nototheniidae","Perciformes","Teleostei","Osteichthyes",11.8595370576332,NA,NA,3.09104245335832,-2.04022082852655,3.61091791264422,NA,3.21,2.61739583283408,NA,-1.47904794342915,-1.14550359788833,-0.378686052288181,-0.691323396490872,-0.9
"Trematomus tokarevi",0,1,0,7062,"Trematomus","Trematominae",0,1,"Trematomus tokarevi","Nototheniidae","Perciformes","Teleostei","Osteichthyes",11.8595370576332,NA,NA,NA,NA,NA,NA,3.17,NA,NA,-1.88404021951275,-1.06005343799399,-0.40537253826184,-0.617547058205476,-0.4
"Trematomus vicarius",0,1,0,7063,"Trematomus","Trematominae",0,1,"Trematomus vicarius","Nototheniidae","Perciformes","Teleostei","Osteichthyes",11.8595370576332,NA,NA,NA,NA,NA,NA,3.52,NA,NA,NA,NA,NA,NA,NA
"Zoarces americanus",0,1,0,480,"Zoarces","Zoarcinae",1,1,"Zoarces americanus","Zoarcidae","Perciformes","Teleostei","Osteichthyes",29.1131792829617,NA,NA,NA,-2.39141630670066,9.01173108656983,-1.38629436111989,4.24,4.66814498514948,NA,-2.42738082733946,-0.802367627509727,-0.672996209674993,-0.765392875249205,3
"Zoarces andriashevi",0,1,0,63120,"Zoarces","Zoarcinae",0,1,"Zoarces andriashevi","Zoarcidae","Perciformes","Teleostei","Osteichthyes",29.1131792829617,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Zoarces elongatus",0,1,0,23806,"Zoarces","Zoarcinae",0,1,"Zoarces elongatus","Zoarcidae","Perciformes","Teleostei","Osteichthyes",29.1131792829617,NA,NA,NA,NA,NA,NA,3.21,NA,4.20469261939097,-3.97471232582551,-0.833963045288952,-0.736460437457348,-0.719093930330447,12.5
"Zoarces gillii",0,1,0,23808,"Zoarces","Zoarcinae",1,1,"Zoarces gillii","Zoarcidae","Perciformes","Teleostei","Osteichthyes",29.1131792829617,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,-3.56360172225465,-0.894391354468702,-0.709597608529358,-0.841366886160481,NA
"Zoarces viviparus",0,1,0,479,"Zoarces","Zoarcinae",1,1,"Zoarces viviparus","Zoarcidae","Perciformes","Teleostei","Osteichthyes",29.1131792829617,0.693147180559945,NA,2.07944154167984,-1.26104718808307,5.50898339635113,-0.644357016390513,3.47,3.59995065563047,NA,-3.08714999241464,-0.958979938315462,-0.628777389654997,-0.832628296415057,9.4
"Carcharhinus leucas",1,0,0,873,"Carcharhinus",NA,1,1,"Carcharhinus leucas","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes",21.007854504047,2.86931834869833,5.38449506278909,3.25037449192757,-2.4516524186902,12.4724563352997,-1.80451041815349,4.31,5.73528113364064,2.07944154167984,NA,NA,NA,NA,27.5
"Chanos chanos",1,0,0,80,"Chanos",NA,1,1,"Chanos chanos","Chanidae","Gonorynchiformes","Teleostei","Osteichthyes",26.1551674802869,1.74523945359316,NA,NA,0.0319830458530507,6.79309286225066,NA,2.40000009536743,3.76892216178747,13.9270519326972,-1.28979835212177,-1.54746665018846,-0.212939078863219,-0.867134505283716,28.2
"Dorosoma anale",0,0,1,1603,"Dorosoma",NA,0,0,"Dorosoma anale","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",21.7984693143976,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.27641604836336,-1.45193040221053,0.0895071746120889,-1.17733806693003,NA
"Dorosoma cepedianum",0,0,1,1604,"Dorosoma",NA,1,1,"Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",21.7984693143976,0.810930216216329,NA,NA,-1.11017892503958,6.7823883972748,NA,2.4,3.77620328228561,12.6879639295373,-1.21673940602596,-1.43979950359648,0.0872145366232736,-1.08731545671834,24
"Dorosoma chavesi",0,0,1,1605,"Dorosoma",NA,0,0,"Dorosoma chavesi","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",21.7984693143976,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA
"Dorosoma petenense",0,0,1,1606,"Dorosoma",NA,1,1,"Dorosoma petenense","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",21.7984693143976,0.693147180559945,NA,NA,NA,NA,NA,2.76,NA,9.56584463093058,-1.15387692546113,-1.04244464086958,-0.0169342756999303,-1.06471654617721,25.5
"Dorosoma smithi",0,0,1,1607,"Dorosoma",NA,0,0,"Dorosoma smithi","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",21.7984693143976,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA
"Eleginus gracilis",0,1,0,315,"Eleginus",NA,1,1,"Eleginus gracilis","Gadidae","Gadiformes","Teleostei","Osteichthyes",18.1978377078679,0.78845736036427,NA,2.59026716544583,-1.48249016374159,6.74866934536102,-1.1466687220838,4.1,3.85283258193018,12.0941163513968,-1.86231362768635,-1.07352575865746,-0.442850623638179,-0.71887308601659,0.9
"Eleginus nawaga",0,1,0,314,"Eleginus",NA,1,1,"Eleginus nawaga","Gadidae","Gadiformes","Teleostei","Osteichthyes",18.1978377078679,1.25276296849537,NA,NA,NA,NA,NA,4.24,NA,10.6213273456864,-1.72809639420726,-0.842134061670717,-0.447339388120103,-0.858801552614045,0.1
